Start Time,Stop Time,Duration,Type,MP3 File,Transcript File,Transcript,Speakers,Dominant_Speaker,Predicted_Label
1144.25,1145.613,1.363,speech,,,[SPEAKER_16] 여기 포크스였군요.,SPEAKER_14:1.36s(1.000),SPEAKER_14,DJ
1145.613,1146.013,0.4,silence,,,,,,SILENCE
1146.013,1148.016,2.003,speech,,,[SPEAKER_16] 미라님이 정말 멋있어요.,SPEAKER_14:2.00s(1.000),SPEAKER_14,DJ
1148.016,1148.215,0.199,silence,,,,,,SILENCE
1148.215,1151.24,3.025,speech,,,[SPEAKER_16] 처음 같이 본 영화 속 장소에 가다니 정말 영화 같아요.,SPEAKER_14:3.03s(1.000),SPEAKER_14,DJ
1151.24,1151.621,0.381,silence,,,,,,SILENCE
1151.621,1153.423,1.802,speech,,,[SPEAKER_16] 선곡까지 너무 좋아요 하셨습니다.,SPEAKER_14:1.70s(1.000),SPEAKER_14,DJ
1153.423,1154.398,0.975,silence,,,,,,SILENCE
1154.398,1161.807,7.409,speech,,,[SPEAKER_16] 김영님이 전 그 당시 벨라랑 에드워드에 빠져서 책도 다 읽고 회사에서 애칭도 에드워드였대요.,SPEAKER_14:6.51s(1.000),SPEAKER_14,DJ
1161.807,1161.827,0.02,silence,,,,,,SILENCE
1161.827,1168.135,6.308,speech,,,"[SPEAKER_16] 3833님은 캔디는 트와일라잇에서 늑대인간, 뱀파이어 취향이 누구냐고.",SPEAKER_14:5.31s(1.000),SPEAKER_14,DJ
1168.135,1168.395,0.26,silence,,,,,,SILENCE
1168.395,1170.598,2.203,speech,,,[SPEAKER_16] 둘 다 제 취향이 아니었어요.,SPEAKER_14:1.88s(1.000),SPEAKER_14,DJ
1170.598,1170.618,0.02,silence,,,,,,SILENCE
1170.618,1173.02,2.402,speech,,,[SPEAKER_16] 저 이렇게 너무 세게 생긴 사람 별로 안 좋아해서.,SPEAKER_14:2.34s(1.000),SPEAKER_14,DJ
1173.02,1173.301,0.281,silence,,,,,,SILENCE
1173.301,1176.925,3.624,speech,,,[SPEAKER_16] 둘 다 멋있는데 저는 크리스틴 스튜어트가 제 취향.,SPEAKER_14:3.46s(1.000),SPEAKER_14,DJ
1176.925,1178.027,1.102,silence,,,,,,SILENCE
1178.027,1178.248,0.221,speech,,,[SPEAKER_16] 예쁜 여자 좋아해서.,SPEAKER_14:0.22s(1.000),SPEAKER_14,DJ
1178.248,1178.367,0.119,silence,,,,,,SILENCE
1178.367,1180.17,1.803,speech,,,[SPEAKER_16] 너무 예쁘지 않았어요 그때 진짜.,SPEAKER_14:1.43s(1.000),SPEAKER_14,DJ
1180.15,1204.892,24.742,speech,,,[SPEAKER_16] 내가 지금 제가 지금 고릴라를 보고 있는데 아까 누가 바질국밥 맛집 갔다 그래서 바질국밥이 있어요 세상에 그리고 자꾸 오늘 저 못생겨서 안 키는 거라고 놀리면 킬 거라고 막 놀리시는데 아니 이런 날도 있어야죠 라디오가 원래 듣는 거잖아요 우리 본연에 한번 집중을 해보잖아요 그러면은 오늘 뭔가 더 편하고 좋지 않아요?,SPEAKER_14:23.16s(1.000),SPEAKER_14,DJ
1204.892,1205.393,0.501,silence,,,,,,SILENCE
1205.393,1208.976,3.583,speech,,,[SPEAKER_16] 이렇게 또 이 고릴라도 더 보고 제가,SPEAKER_14:3.13s(1.000),SPEAKER_14,DJ
1208.955,1210.663,1.708,speech,,,[SPEAKER_16] 아 계속 놀려 너무 웃겨,SPEAKER_14:1.56s(1.000),SPEAKER_14,DJ
1210.663,1211.857,1.194,silence,,,,,,SILENCE
1211.857,1241.325,29.468,speech,,,[SPEAKER_16] 그리고 아까 누가 한 사람을 위한 마음 듣고 싶다고 하셨는데 럼블피쉬 버전으로 저 이 노래 2호 공감 노래 너무 좋아하거든요 나랑 통했어 얼마 전에 가을이라 계속 이 노래 듣고 있거든요 그리고 아까 누가 또 운동하냐고 엘보 걸렸는데 체외 충격파 했는데 운동하시면 안 돼요 이거 진짜 그럼 더 다쳐요 여기까지 잘 보고 있습니다 제가 지금 보라는 안 켰지만 눈으로 지금 여러분을 제가 보라하고 있어요 짠,SPEAKER_14:25.72s(1.000),SPEAKER_14,DJ
1241.325,1241.643,0.318,silence,,,,,,SILENCE
1241.643,1244.526,2.883,speech,,,[SPEAKER_16] 우리는 영화 열킨 이렇게 재밌는 사연들 보내주세요.,SPEAKER_14:2.87s(1.000),SPEAKER_14,DJ
1244.526,1244.747,0.221,silence,,,,,,SILENCE
1244.747,1249.251,4.504,speech,,,[SPEAKER_16] 시내타운 홈페이지 들어오셔서 게시판에 남겨주시면 됩니다.,SPEAKER_14:4.01s(1.000),SPEAKER_14,DJ
1249.251,1249.271,0.02,silence,,,,,,SILENCE
1249.271,1253.196,3.925,speech,,,[SPEAKER_16] 사연 소개된 분들에게는 백화점 상품권 드리거든요.,SPEAKER_14:3.43s(1.000),SPEAKER_14,DJ
1253.196,1253.217,0.021,silence,,,,,,SILENCE
1253.217,1260.786,7.569,speech,,,[SPEAKER_16] 영화는 방울방울은 카페인 부담 없이 맛과 향은 그대로 맥심 디카페인 커피 믹스와 함께합니다.,SPEAKER_14:6.87s(1.000),SPEAKER_14,DJ
1260.786,1260.806,0.02,silence,,,,,,SILENCE
1260.806,1263.088,2.282,speech,,,[SPEAKER_16] 박하산의 시내타운에서 준비한 문화 선물이에요.,SPEAKER_14:2.28s(1.000),SPEAKER_14,DJ
1263.088,1263.429,0.341,silence,,,,,,SILENCE
1263.429,1270.958,7.529,speech,,,[SPEAKER_16] 보고 싶은 작품 문자 또는 고릴라로 신청을 하거나 시내타운 홈페이지 문화 선물 게시판에 댓글을 남겨주세요.,SPEAKER_14:7.17s(1.000),SPEAKER_14,DJ
1270.938,1300.944,30.006,speech,,,[SPEAKER_16] 영화 모아나 2 예매권 영화 애시드레인 죽음의 비 예매권 영화 자기만의 방 예매권 영화 한 채 아이예요 예매권을 드립니다 영화 제목 정확히 남겨주셔야 영화권 드려요 잘 모르겠으면 검색 한번 해보시는 것도 좋을 것 같아요 우리는 영화 피노키오에서 신시아 에리보의 When you wish upon a star 요곡 듣고 우리 다시 만나요,SPEAKER_14:28.40s(1.000),SPEAKER_14,DJ
1300.924,1301.059,0.135,speech,,,[SPEAKER_16] 영상편집 박진주,SPEAKER_14:0.06s(1.000),SPEAKER_14,DJ
1301.059,1348.968,47.909,music,,,,,,MUSIC
1348.968,1377.726,28.758,speech,,,[SPEAKER_06] When you wish upon a star as dreamers do Fate is kind She brings to those who love The sweet fulfillment of their sacred love,SPEAKER_35:26.91s(1.000),SPEAKER_35,MUSIC
1377.726,1383.51,5.784,silence,,,,,,SILENCE
1383.51,1403.982,20.472,speech,,,[SPEAKER_06] like a bolt out of the blue fate steps in and sees you through when you wish upon a star your dreams come true,SPEAKER_35:13.55s(1.000),SPEAKER_35,MUSIC
1403.982,1417.53,13.548,silence,,,,,,SILENCE
1417.53,1419.574,2.044,speech,,,[SPEAKER_16] 네 우리 테리어스들이 이야기해볼까요?,SPEAKER_14:2.04s(1.000),SPEAKER_14,DJ
1419.574,1419.594,0.02,silence,,,,,,SILENCE
1419.594,1425.961,6.367,speech,,,[SPEAKER_16] 아 내가 진짜 제가 진짜 정확히 읽어드렸는데 모아나투라고 근데 누가 모하나투라고 입력했어.,SPEAKER_14:6.37s(1.000),SPEAKER_14,DJ
1425.961,1426.041,0.08,silence,,,,,,SILENCE
1426.041,1427.804,1.763,speech,,,[SPEAKER_16] 안된다니까요.,SPEAKER_14:1.32s(1.000),SPEAKER_14,DJ
1427.804,1427.824,0.02,silence,,,,,,SILENCE
1427.824,1431.288,3.464,speech,,,[SPEAKER_16] 8123님이 북촌에 바질국밥 얘기해주셨는데요.,SPEAKER_14:3.46s(1.000),SPEAKER_14,DJ
1431.288,1431.348,0.06,silence,,,,,,SILENCE
1431.348,1433.791,2.443,speech,,,[SPEAKER_16] 이어서 또 놀라운 메뉴가 등장을 했습니다.,SPEAKER_14:2.44s(1.000),SPEAKER_14,DJ
1433.791,1433.971,0.18,silence,,,,,,SILENCE
1433.971,1435.493,1.522,speech,,,[SPEAKER_16] 근데 이거 진짜 바질국밥 맛있어요?,SPEAKER_14:1.52s(1.000),SPEAKER_14,DJ
1435.493,1435.513,0.02,silence,,,,,,SILENCE
1435.513,1438.238,2.725,speech,,,[SPEAKER_16] 또 누가 먹어본 사람이 맛있다네 진짜요?,SPEAKER_14:2.10s(1.000),SPEAKER_14,DJ
1438.238,1438.258,0.02,silence,,,,,,SILENCE
1438.258,1441.582,3.324,speech,,,[SPEAKER_16] 저 바질 막걸리는 좋아하는데 비슷한 맛인가?,SPEAKER_14:2.59s(1.000),SPEAKER_14,DJ
1441.582,1441.602,0.02,silence,,,,,,SILENCE
1441.602,1442.844,1.242,speech,,,[SPEAKER_16] 은지님은 광주인데요.,SPEAKER_14:1.24s(1.000),SPEAKER_14,DJ
1442.844,1442.864,0.02,silence,,,,,,SILENCE
1442.864,1445.267,2.403,speech,,,[SPEAKER_16] 크림순대국밥 먹으려고 줄 서있어요.,SPEAKER_14:2.40s(1.000),SPEAKER_14,DJ
1445.267,1445.287,0.02,silence,,,,,,SILENCE
1445.287,1445.326,0.039,speech,,,[UNKNOWN] 오우,SPEAKER_14:0.04s(1.000),SPEAKER_14,DJ
1445.307,1446.268,0.961,speech,,,[SPEAKER_16] 친구였어.,SPEAKER_14:0.96s(1.000),SPEAKER_14,DJ
1446.268,1446.327,0.059,silence,,,,,,SILENCE
1446.327,1448.131,1.804,speech,,,[SPEAKER_16] 맛있겠다.,SPEAKER_14:0.72s(1.000),SPEAKER_14,DJ
1448.131,1448.151,0.02,silence,,,,,,SILENCE
1448.151,1450.733,2.582,speech,,,[SPEAKER_16] 느끼하지 않고 매콤하고 맛있대요.,SPEAKER_14:2.58s(1.000),SPEAKER_14,DJ
1450.733,1450.753,0.02,silence,,,,,,SILENCE
1450.753,1452.696,1.943,speech,,,[SPEAKER_16] 캔디 짝꿍님도 잘 만들 수 있을 것 같다고.,SPEAKER_14:1.94s(1.000),SPEAKER_14,DJ
1452.696,1452.717,0.021,silence,,,,,,SILENCE
1452.717,1457.364,4.647,speech,,,[SPEAKER_16] 그 왜 설렁탕에 크림스프 막 넣는다는데 그런 맛일까?,SPEAKER_14:4.65s(1.000),SPEAKER_14,DJ
1457.364,1457.384,0.02,silence,,,,,,SILENCE
1457.384,1459.006,1.622,speech,,,[SPEAKER_16] 저희 남편은 먹어봤을까?,SPEAKER_14:1.62s(1.000),SPEAKER_14,DJ
1459.006,1459.046,0.04,silence,,,,,,SILENCE
1459.046,1460.106,1.06,speech,,,[SPEAKER_16] 한번 물어봐야겠네요.,SPEAKER_14:1.06s(1.000),SPEAKER_14,DJ
1460.106,1460.228,0.122,silence,,,,,,SILENCE
1460.228,1462.15,1.922,speech,,,[SPEAKER_16] 맛있겠다.,SPEAKER_14:1.09s(1.000),SPEAKER_14,DJ
1462.15,1462.17,0.02,silence,,,,,,SILENCE
1462.17,1465.394,3.224,speech,,,[SPEAKER_16] 정아님은 캔디도 집에 트리 장식하냐고.,SPEAKER_14:3.22s(1.000),SPEAKER_14,DJ
1465.394,1465.414,0.02,silence,,,,,,SILENCE
1465.414,1469.339,3.925,speech,,,[SPEAKER_16] 저희 집엔 트리는 없지만 조명만 사서 대충 벽에 걸어놨다고.,SPEAKER_14:3.59s(1.000),SPEAKER_14,DJ
1469.319,1484.663,15.344,speech,,,[SPEAKER_16] 너무 대충 걸어놨더니 아침에 보니 바닥에 다 떨어진 거 있죠 오늘 퇴근하고 좀 제대로 각 잡고 꾸며봐야겠다고 저희는 사시사철 트리가 있어요 그냥 코에서,SPEAKER_14:13.32s(1.000),SPEAKER_14,DJ
1484.643,1501.722,17.079,speech,,,[SPEAKER_16] 트리 나무 찔끔한 거 이렇게 하얀색으로 돼 있어서 트리 같지 않은 거 조명 켜지는 걸 옛날에 샀었는데 그걸 그냥 안 치우고 사시사철 켜놓거든요 그래서 겨울이 되면 거기다 장식만 좀 얹고 다시 빼고 한 여름쯤에 또 다시 걷어가죠 까먹고 그렇게 살고 있어요,SPEAKER_14:16.90s(1.000),SPEAKER_14,DJ
1501.722,1503.086,1.364,silence,,,,,,SILENCE
1503.086,1518.987,15.901,speech,,,[SPEAKER_16] 자 저 오늘 어떻게 입고 왔냐고 궁금하시는 분들이 있던데 저 그냥 오늘 추리닝 편하게 예쁘게 입고 왔고 그리고 어머님이 어떤 어머님이 딸이랑 볼 영화 추천하셔가지고 어 지금 청설 좋아요 이게 부모님 얘기도 나와서 되게 좋았어요 자 어 음,SPEAKER_14:14.82s(1.000),SPEAKER_14,DJ
1518.987,1519.979,0.992,silence,,,,,,SILENCE
1519.979,1548.972,28.993,speech,,,[SPEAKER_16] 예진님과 저의 신청곡입니다 근데 예진님은 럼블피쉬 버전으로 들려달라고 했는데요 저는 2호 공감을 더 좋아해서 그냥 이걸로 틀게요 죄송해요 우리 이거 듣고 땡기면 럼블피쉬 버전도 각자 알아서 들으시고요 아 너무 재밌다 오늘 저도 같이 놀리고 있네요 아무튼 2호 공감의 한 사람을 위한 마음 들려드리고요 진짜 좋아요 여러분 잠시 후에 2부에 선물이 꽉 찬 꼬꼬무로 돌아올게요 아 너무 흥분했다,SPEAKER_14:28.19s(1.000),SPEAKER_14,DJ
1548.972,1552.835,3.863,silence,,,,,,SILENCE
1552.835,1576.817,23.982,speech,,,[SPEAKER_04] 힘들게 보낸 나의 하루,SPEAKER_38:3.23s(1.000),SPEAKER_38,AD
1576.817,1579.362,2.545,silence,,,,,,SILENCE
1579.362,1601.134,21.772,speech,,,[SPEAKER_04] 짧은 입맞춤을 해주던 사람 언젠간 서로가 더 먼 곳을 보며 결국엔 헤어질 것을 알았지만,SPEAKER_38:16.84s(0.999);SPEAKER_39:0.02s(0.001),SPEAKER_38,AD
1601.134,1609.518,8.384,silence,,,,,,SILENCE
1609.518,1637.262,27.744,speech,,,[SPEAKER_04] 나를 어렵게 만드는 얘기들 왜 슬픈 예감이 들린 적이 없나 너를 잊겠다는 거짓말을 두고 돌아오긴 했지만 언제 오더라도 너만을 기다리고 싶어,SPEAKER_39:16.54s(0.759);SPEAKER_38:5.26s(0.241),SPEAKER_39,AD
1637.262,1639.386,2.124,silence,,,,,,SILENCE
1639.386,1660.23,20.844,speech,,,[SPEAKER_04] 다시 처음으로 모든 걸 되돌리고 싶어 이제는 어디로 나는 어디로 아직 너의 그 고백들을 선할래,SPEAKER_37:7.30s(0.426);SPEAKER_38:5.10s(0.298);SPEAKER_39:4.06s(0.237);SPEAKER_52:0.68s(0.040),SPEAKER_37,AD
1660.23,1665.356,5.126,silence,,,,,,SILENCE
1665.356,1669.696,4.34,speech,,,[SPEAKER_17] 닥터피엘과 함께하는 SBS 캠페인 물은 생명이다.,SPEAKER_21:4.23s(1.000),SPEAKER_21,AD
1669.696,1672.309,2.613,silence,,,,,,SILENCE
1672.309,1678.538,6.229,speech,,,[SPEAKER_17] 요즘 1인 가구 중엔 주기적으로 생수를 배달해 먹는 경우가 많은데요.,SPEAKER_21:5.42s(1.000),SPEAKER_21,AD
1678.538,1678.558,0.02,silence,,,,,,SILENCE
1678.558,1686.371,7.813,speech,,,[SPEAKER_17] 사용 후 버려지는 플라스틱 생수병은 분해되는데 오랜 시간이 걸려 환경을 오염시키죠.,SPEAKER_21:7.26s(1.000),SPEAKER_21,AD
1686.371,1686.391,0.02,silence,,,,,,SILENCE
1686.391,1695.684,9.293,speech,,,[SPEAKER_17] 이런 이유로 정수기를 놓지 않으니 부피와 가격적인 부담이 있다면 간이 정수기가 좋은 대안이 될 수 있습니다.,SPEAKER_21:8.84s(1.000),SPEAKER_21,AD
1695.664,1701.731,6.067,speech,,,[SPEAKER_17] 수돗물을 바로 받아 정수하기 때문에 편리하게 물을 마실 수 있고요.,SPEAKER_21:5.47s(1.000),SPEAKER_21,AD
1701.731,1701.751,0.02,silence,,,,,,SILENCE
1701.751,1706.217,4.466,speech,,,[SPEAKER_17] 플라스틱 쓰레기도 훨씬 적게 발생하겠죠.,SPEAKER_21:3.52s(1.000),SPEAKER_21,AD
1706.217,1706.237,0.02,silence,,,,,,SILENCE
1706.237,1714.885,8.648,speech,,,"[SPEAKER_17] 우리가 매일 마시는 물, 환경까지 생각해서 마신다면 더 좋겠습니다.",SPEAKER_21:6.37s(1.000),SPEAKER_21,AD
1714.885,1714.905,0.02,silence,,,,,,SILENCE
1714.905,1716.488,1.583,speech,,,[SPEAKER_17] SBS 캠페인 물은 생명이다.,SPEAKER_21:1.58s(1.000),SPEAKER_21,AD
1716.488,1716.968,0.48,silence,,,,,,SILENCE
1716.968,1725.637,8.669,speech,,,"[SPEAKER_17] 우리 가족 깨끗한 물, 이중필터 샤워기 닥터피엘과 함께합니다.",SPEAKER_21:4.48s(0.742);SPEAKER_23:1.56s(0.258),SPEAKER_21,AD
1725.637,1726.376,0.739,silence,,,,,,SILENCE
1726.376,1745.144,18.768,speech,,,"[SPEAKER_18] 지키고 싶은 연인, 가족, 우리 아이, 건강, 농업 그리고 지구를 위해 나와 지구 우리 모두를 지키는 방법 커져라 친환경 농산물 지구를 지키는 농부와 친환경 농산물 자조금관리위원회가 함께합니다.",SPEAKER_17:14.54s(1.000),SPEAKER_17,AD
1745.144,1746.069,0.925,silence,,,,,,SILENCE
1746.069,1748.253,2.184,speech,,,[SPEAKER_18] 바다의 맛이 살아있는 구룡포.,SPEAKER_17:2.18s(1.000),SPEAKER_17,AD
1748.253,1749.135,0.882,silence,,,,,,SILENCE
1749.135,1754.044,4.909,speech,,,[SPEAKER_14] 푸짐한 먹거리와 즐거움이 가득한 축제의 현장으로 여러분을 초대합니다.,SPEAKER_47:4.91s(1.000),SPEAKER_47,AD
1754.044,1754.726,0.682,silence,,,,,,SILENCE
1754.726,1762.179,7.453,speech,,,[SPEAKER_17] 11월 2일부터 12월 15일 매주 주말 오감을 만족시키는 구룡포 해양미식축제.,SPEAKER_20:7.45s(1.000),SPEAKER_20,AD
1762.179,1762.199,0.02,silence,,,,,,SILENCE
1762.199,1762.799,0.6,speech,,,[SPEAKER_17] 놓치지 마세요.,SPEAKER_20:0.60s(1.000),SPEAKER_20,AD
1762.799,1763.201,0.402,silence,,,,,,SILENCE
1763.201,1765.345,2.144,speech,,,[SPEAKER_14] 구룡포 해양미식축제.,SPEAKER_47:1.84s(0.934);SPEAKER_50:0.13s(0.066),SPEAKER_47,AD
1765.345,1766.032,0.687,silence,,,,,,SILENCE
1766.032,1767.915,1.883,speech,,,"[SPEAKER_11] 안녕하세요 박재범, 이창섭입니다.",SPEAKER_50:1.88s(1.000),SPEAKER_50,AD
1767.915,1768.096,0.181,silence,,,,,,SILENCE
1768.096,1772.201,4.105,speech,,,[SPEAKER_11] SBS 글로벌 보이그룹 어댓인 유니버슬리그가 11월에 찾아옵니다.,SPEAKER_50:4.11s(1.000),SPEAKER_50,AD
1772.201,1772.501,0.3,silence,,,,,,SILENCE
1772.501,1778.77,6.269,speech,,,"[SPEAKER_11] 글로벌 케이팝 아이돌 데뷔를 위한 치열한 드림매치, 소년들의 여정에 함께해주세요.",SPEAKER_50:6.27s(1.000),SPEAKER_50,AD
1778.77,1778.79,0.02,silence,,,,,,SILENCE
1778.79,1784.7,5.91,speech,,,[SPEAKER_11] SBS 유니버슬리그는 11월 22일 금요일 밤 11시 20분에 첫 방송됩니다.,SPEAKER_50:5.46s(0.996);SPEAKER_40:0.02s(0.004),SPEAKER_50,AD
1784.7,1785.81,1.11,silence,,,,,,SILENCE
1785.81,1787.792,1.982,speech,,,[SPEAKER_07] 도심 속 가을 낭만.,SPEAKER_44:1.98s(1.000),SPEAKER_44,AD
1787.792,1787.813,0.021,silence,,,,,,SILENCE
1787.813,1788.954,1.141,speech,,,[SPEAKER_07] 러브잉 서울 2024.,SPEAKER_44:1.14s(1.000),SPEAKER_44,AD
1788.954,1789.515,0.561,silence,,,,,,SILENCE
1789.515,1793.94,4.425,speech,,,"[SPEAKER_07] 자이언티, 기리보이, 원슈타인, 스코도머의 스탠다드 프렌즈.",SPEAKER_44:3.97s(1.000),SPEAKER_44,AD
1793.94,1793.96,0.02,silence,,,,,,SILENCE
1793.96,1796.824,2.864,speech,,,"[SPEAKER_07] 에프티 아일랜드, 엠플라이, 패더 엘리아스.",SPEAKER_44:2.81s(1.000),SPEAKER_44,AD
1796.824,1796.844,0.02,silence,,,,,,SILENCE
1796.844,1799.046,2.202,speech,,,[SPEAKER_07] 존 케이 출연의 릴레이 콘서트.,SPEAKER_44:2.20s(1.000),SPEAKER_44,AD
1799.046,1799.066,0.02,silence,,,,,,SILENCE
1799.066,1801.269,2.203,speech,,,[SPEAKER_07] 11월 16일부터 24일까지.,SPEAKER_44:2.20s(1.000),SPEAKER_44,AD
1801.269,1801.288,0.019,silence,,,,,,SILENCE
1801.288,1803.171,1.883,speech,,,[SPEAKER_07] 블루스케어 마스터 카드홀.,SPEAKER_44:1.88s(1.000),SPEAKER_44,AD
1803.171,1803.191,0.02,silence,,,,,,SILENCE
1803.191,1804.412,1.221,speech,,,[SPEAKER_07] 문의 1544-1555.,SPEAKER_44:1.22s(1.000),SPEAKER_44,AD
1804.412,1806.094,1.682,silence,,,,,,SILENCE
1806.094,1809.538,3.444,speech,,,[SPEAKER_13] 전국의 사장님들을 위한 세 글자 스피드 퀴즈.,SPEAKER_49:3.44s(1.000),SPEAKER_49,AD
1809.538,1809.557,0.019,silence,,,,,,SILENCE
1809.557,1812.32,2.763,speech,,,[SPEAKER_13] 1위 라디오 채널은 SBS.,SPEAKER_49:2.76s(1.000),SPEAKER_49,AD
1812.32,1812.34,0.02,silence,,,,,,SILENCE
1812.34,1814.703,2.363,speech,,,[SPEAKER_13] 1등 인터넷 라디오는 고릴라.,SPEAKER_49:1.60s(0.678);SPEAKER_45:0.76s(0.322),SPEAKER_49,AD
1814.683,1839.273,24.59,speech,,,[SPEAKER_06] 두당없는 비용으로 고릴라에 광고하면 뭐가 쑤욱 매출 광고기 가성비 갑 지금 바로 고릴라 광고를 검색해보세요 생활정보,SPEAKER_23:9.96s(0.489);SPEAKER_49:7.89s(0.387);SPEAKER_45:1.57s(0.077);SPEAKER_03:0.95s(0.047),SPEAKER_23,AD
1839.273,1840.586,1.313,silence,,,,,,SILENCE
1840.586,1861.801,21.215,speech,,,[SPEAKER_09] 기상캐스터 배혜지,SPEAKER_03:21.21s(1.000),SPEAKER_03,AD
1861.781,1864.865,3.084,speech,,,[SPEAKER_09] 이 비의 양은 5mm 안팎으로 많지 않겠고요.,SPEAKER_03:3.08s(1.000),SPEAKER_03,AD
1864.865,1865.306,0.441,silence,,,,,,SILENCE
1865.306,1868.67,3.364,speech,,,[SPEAKER_09] 서울에는 빗방울이 떨어지는 곳이 있겠습니다.,SPEAKER_03:3.36s(1.000),SPEAKER_03,AD
1868.67,1868.69,0.02,silence,,,,,,SILENCE
1868.69,1871.834,3.144,speech,,,[SPEAKER_09] 이제 추위 걱정은 좀 넣으셔도 되겠는데요.,SPEAKER_03:3.14s(1.000),SPEAKER_03,AD
1871.834,1871.854,0.02,silence,,,,,,SILENCE
1871.854,1875.038,3.184,speech,,,[SPEAKER_09] 예년 이맘때 늦가을 날씨를 회복했습니다.,SPEAKER_03:3.18s(1.000),SPEAKER_03,AD
1875.038,1875.057,0.019,silence,,,,,,SILENCE
1875.057,1881.685,6.628,speech,,,"[SPEAKER_09] 오늘 한낮 기온은 서울대전 12도, 강릉 부산 15도로 어제와 비슷하거나 조금 높겠습니다.",SPEAKER_03:6.63s(1.000),SPEAKER_03,AD
1881.685,1881.705,0.02,silence,,,,,,SILENCE
1881.705,1887.012,5.307,speech,,,"[SPEAKER_09] 내일은 서울 아침 기온이 6도, 한낮에는 14도로 오늘보다 높겠습니다.",SPEAKER_03:5.11s(1.000),SPEAKER_03,AD
1887.012,1888.883,1.871,silence,,,,,,SILENCE
1888.883,1907.323,18.44,speech,,,[SPEAKER_04] 고객의 생활을 편리하게 초혁신 디지털금융 NH농협은행과 함께합니다.,SPEAKER_52:9.54s(0.660);SPEAKER_13:3.68s(0.254);SPEAKER_03:1.25s(0.086),SPEAKER_52,AD
1907.323,1921.942,14.619,silence,,,,,,SILENCE
1921.942,1946.109,24.167,speech,,,[SPEAKER_17] 박하선의 시내타운 나 기억해 줘야 돼 알았지?,SPEAKER_26:2.21s(0.587);SPEAKER_44:1.56s(0.413),SPEAKER_26,AD
1946.109,2076.836,130.727,music,,,,,,MUSIC
2076.836,2100.467,23.631,speech,,,[SPEAKER_16] 이야 이게 끝부분이 이랬군요 유지태 선배님 목소리인건가?,SPEAKER_14:7.30s(0.574);SPEAKER_26:5.41s(0.426),SPEAKER_14,DJ
2100.467,2100.487,0.02,silence,,,,,,SILENCE
2100.487,2100.648,0.161,speech,,,[SPEAKER_16] 유현석 선배님?,SPEAKER_14:0.16s(1.000),SPEAKER_14,DJ
2100.648,2100.668,0.02,silence,,,,,,SILENCE
2100.668,2101.347,0.679,speech,,,[SPEAKER_16] 아 선배님인가?,SPEAKER_14:0.68s(1.000),SPEAKER_14,DJ
2101.347,2101.367,0.02,silence,,,,,,SILENCE
2101.367,2102.25,0.883,speech,,,[SPEAKER_16] 목소리인건가?,SPEAKER_14:0.88s(1.000),SPEAKER_14,DJ
2102.25,2102.269,0.019,silence,,,,,,SILENCE
2102.269,2103.351,1.082,speech,,,[SPEAKER_16] 아 유현석씨 목소리구나,SPEAKER_14:1.08s(1.000),SPEAKER_14,DJ
2103.351,2104.056,0.705,silence,,,,,,SILENCE
2104.056,2108.824,4.768,speech,,,[SPEAKER_16] 영화 올드보이에서 페어웰 마이 러블리였습니다.,SPEAKER_14:4.09s(1.000),SPEAKER_14,DJ
2108.824,2108.844,0.02,silence,,,,,,SILENCE
2108.844,2109.746,0.902,speech,,,[SPEAKER_16] 두영님 자주 오시네요.,SPEAKER_14:0.90s(1.000),SPEAKER_14,DJ
2109.746,2110.146,0.4,silence,,,,,,SILENCE
2110.146,2115.657,5.511,speech,,,[SPEAKER_16] 캔디가 고릴라 보고 있는 것도 신기하고 감성도 좋고 캔디도 재밌고 오늘 재밌다 그죠?,SPEAKER_14:5.51s(1.000),SPEAKER_14,DJ
2115.657,2116.157,0.5,silence,,,,,,SILENCE
2116.157,2120.003,3.846,speech,,,[SPEAKER_16] 거기다 캔디가 고릴라 채팅까지 해주면 좋겠다 하고 있어요.,SPEAKER_14:3.26s(1.000),SPEAKER_14,DJ
2120.003,2120.023,0.02,silence,,,,,,SILENCE
2120.023,2122.068,2.045,speech,,,[SPEAKER_16] 제가 간단한 글 몇 개 쓱 올렸거든요.,SPEAKER_14:2.05s(1.000),SPEAKER_14,DJ
2122.068,2122.728,0.66,silence,,,,,,SILENCE
2122.728,2124.07,1.342,speech,,,[SPEAKER_16] 누군지 모르겠죠.,SPEAKER_14:1.34s(1.000),SPEAKER_14,DJ
2124.07,2124.09,0.02,silence,,,,,,SILENCE
2124.09,2125.594,1.504,speech,,,[SPEAKER_16] 맞힐 수 있으려나?,SPEAKER_14:1.30s(1.000),SPEAKER_14,DJ
2125.594,2125.614,0.02,silence,,,,,,SILENCE
2125.614,2127.617,2.003,speech,,,[SPEAKER_16] 자 그럼 아무튼 꼬꼬무 시작을 해볼까요?,SPEAKER_14:1.92s(1.000),SPEAKER_14,DJ
2127.617,2138.092,10.475,silence,,,,,,SILENCE
2138.092,2152.768,14.676,speech,,,[SPEAKER_16] 영화의 꼬리에 꼬리에 꼬리에 꼬리에 꼬리를 무는 무비꼬꼬무 선물로 꽉 채우는 시간 무비꼬꼬무 방법은 뭐 간단합니다.,SPEAKER_14:9.62s(1.000),SPEAKER_14,DJ
2152.768,2152.789,0.021,silence,,,,,,SILENCE
